Title,Title_URL,Content
Teapot,https://www.brooklynmuseum.org/opencollection/objects/11503,"
      John VernonAmerican, 1768–1815Teapotca. 1795    "
Spoon with Carved Handle,https://www.brooklynmuseum.org/opencollection/objects/17357,"
      HaidaSpoon with Carved Handle19th century    "
Comma or Kidney Shaped Bead (Magatama),https://www.brooklynmuseum.org/opencollection/objects/21331,"
      Comma or Kidney Shaped Bead (Magatama)400 B.C.E. – 600 C.E.    "
Sword Pommel,https://www.brooklynmuseum.org/opencollection/objects/21364,"
      Sword PommelCirca 300 – 600 C.E.    "
The Roman Epic,https://www.brooklynmuseum.org/opencollection/objects/21465,"
      Charles Augustus Heber; Piccirilli BrothersThe Roman Epic1909    "
Medium Sized Standing Figure of a Bodhisattva,https://www.brooklynmuseum.org/opencollection/objects/25569,"
      BuddhistMedium Sized Standing Figure of a Bodhisattvalate 2nd to 3rd century C.E.    "
Bandolier Bag,https://www.brooklynmuseum.org/opencollection/objects/30676,"
      Anishinaabe (Ojibwe), Gawababiganikak; NaskapiBandolier Baglate 19th–early 20th century    "
Mirror,https://www.brooklynmuseum.org/opencollection/objects/43388,"
      Mirror918–1392    "
Bottle with Sicán Deity,https://www.brooklynmuseum.org/opencollection/objects/46281,"
      SicanBottle with Sicán Deity1000–1050    "
Portrait Vessel of Man,https://www.brooklynmuseum.org/opencollection/objects/46292,"
      MochePortrait Vessel of Man1–800    "
Vase with Phoenix-Shaped Ears,https://www.brooklynmuseum.org/opencollection/objects/47312,"
      Vase with Phoenix-Shaped Ears1127–1279    "
Cradle with Attached Toys,https://www.brooklynmuseum.org/opencollection/objects/48807,"
      SiouxCradle with Attached Toys1870–1900    "
Ewer,https://www.brooklynmuseum.org/opencollection/objects/50682,"
      Ewer12th–13th century    "
Oblong Basketry Box and Cover,https://www.brooklynmuseum.org/opencollection/objects/51452,"
      ChitimachaOblong Basketry Box and Coverlate 19th century    "
Jug,https://www.brooklynmuseum.org/opencollection/objects/54997,"
      Thomas W. CommerawAmerican, active first quarter 19th centuryJugearly 19th century    "
Side Chair,https://www.brooklynmuseum.org/opencollection/objects/64037,"
      AmericanSide Chairca. 1850    "
Study of a Girl in Japanese Dress,https://www.brooklynmuseum.org/opencollection/objects/64835,"
      William Merritt ChaseAmerican, 1849–1916Study of a Girl in Japanese Dressca. 1895    "
Figure of Standing Lady,https://www.brooklynmuseum.org/opencollection/objects/65145,"
      Agathon LéonardFrench, 1841 – 1923Figure of Standing Ladyca. 1900    "
Relief Blocks from the Tomb of the Vizier Nespeqashuty,https://www.brooklynmuseum.org/opencollection/objects/66625,"
      Relief Blocks from the Tomb of the Vizier Nespeqashutyca. 664–610 B.C.E.    "
Relief Blocks from the Tomb of the Vizier Nespeqashuty,https://www.brooklynmuseum.org/opencollection/objects/66626,"
      Relief Blocks from the Tomb of the Vizier Nespeqashutyca. 664–610 B.C.E.    "
Relief Blocks from the Tomb of the Vizier Nespeqashuty,https://www.brooklynmuseum.org/opencollection/objects/66627,"
      Relief Blocks from the Tomb of the Vizier Nespeqashutyca. 664–610 B.C.E.    "
Relief Blocks from the Tomb of the Vizier Nespeqashuty,https://www.brooklynmuseum.org/opencollection/objects/66628,"
      Relief Blocks from the Tomb of the Vizier Nespeqashutyca. 664–610 B.C.E.    "
Relief Blocks from the Tomb of the Vizier Nespeqashuty,https://www.brooklynmuseum.org/opencollection/objects/66630,"
      Relief Blocks from the Tomb of the Vizier Nespeqashutyca. 664–610 B.C.E.    "
Relief Blocks from the Tomb of the Vizier Nespeqashuty,https://www.brooklynmuseum.org/opencollection/objects/66631,"
      Relief Blocks from the Tomb of the Vizier Nespeqashutyca. 664–610 B.C.E.    "
Relief Blocks from the Tomb of the Vizier Nespeqashuty,https://www.brooklynmuseum.org/opencollection/objects/66632,"
      Relief Blocks from the Tomb of the Vizier Nespeqashutyca. 664–610 B.C.E.    "
Relief Blocks from the Tomb of the Vizier Nespeqashuty,https://www.brooklynmuseum.org/opencollection/objects/66633,"
      Relief Blocks from the Tomb of the Vizier Nespeqashutyca. 664–610 B.C.E.    "
Relief Blocks from the Tomb of the Vizier Nespeqashuty,https://www.brooklynmuseum.org/opencollection/objects/66638,"
      Relief Blocks from the Tomb of the Vizier Nespeqashutyca. 664–610 B.C.E.    "
Head of a Laughing Man,https://www.brooklynmuseum.org/opencollection/objects/67188,"
      VeracruzHead of a Laughing Man600–900    "
Head of a Laughing Woman,https://www.brooklynmuseum.org/opencollection/objects/67189,"
      VeracruzHead of a Laughing Woman600–900    "
Double Spout Bridge Vessel Representing Squash,https://www.brooklynmuseum.org/opencollection/objects/76230,"
      ToparaDouble Spout Bridge Vessel Representing Squash300 B.C.E.–200 C.E.    "
Cann,https://www.brooklynmuseum.org/opencollection/objects/85426,"
      Hester BatemanEnglish, active in London, 1774–1789Cannca. 1780–1781    "
Porringer,https://www.brooklynmuseum.org/opencollection/objects/87202,"
      Simeon SoumaineAmerican, baptized 1685–ca. 1750Porringerca. 1730    "
Me,https://www.brooklynmuseum.org/opencollection/objects/88193,"
      Louis BosaAmerican, born Italy, 1905–1981Me1957    "
Relief of a Hippopotamus,https://www.brooklynmuseum.org/opencollection/objects/92724,"
      Relief of a Hippopotamusca. 589 B.C.E.–570 B.C.E.    "
Tiraz Textile Fragment with Inscriptions with Name of Caliph al-Muti',https://www.brooklynmuseum.org/opencollection/objects/93138,"
      Tiraz Textile Fragment with Inscriptions with Name of Caliph al-Muti'946–974    "
Samaya Totsukosho (Single-Pronged Vajra Bell),https://www.brooklynmuseum.org/opencollection/objects/95637,"
      Samaya Totsukosho (Single-Pronged Vajra Bell)11th–14th century    "
Vase,https://www.brooklynmuseum.org/opencollection/objects/97557,"
      Paulding Farnham; Tiffany & CompanyVaseca. 1901    "
The Goddess Manasa,https://www.brooklynmuseum.org/opencollection/objects/97967,"
      The Goddess Manasa12th century    "
Basin Inscribed with Honorifics in Arabic Thuluth Script,https://www.brooklynmuseum.org/opencollection/objects/99926,"
      Basin Inscribed with Honorifics in Arabic Thuluth Scriptmid 14th century    "
Container with Lid,https://www.brooklynmuseum.org/opencollection/objects/100449,"
      Container with Lid5th century    "
Mirror,https://www.brooklynmuseum.org/opencollection/objects/100504,"
      Mirrorca. 11th century    "
Bottle,https://www.brooklynmuseum.org/opencollection/objects/100854,"
      Bottle12th–13th century    "
Mirror,https://www.brooklynmuseum.org/opencollection/objects/103325,"
      Mirror15th–16th century    "
Mirror,https://www.brooklynmuseum.org/opencollection/objects/103326,"
      Mirror15th century    "
Varaha Rescuing Bhu Devi,https://www.brooklynmuseum.org/opencollection/objects/104824,"
      Varaha Rescuing Bhu Devica. 14th–15th century    "
Torso of Dionysus,https://www.brooklynmuseum.org/opencollection/objects/107585,"
      RomanTorso of Dionysus2nd–3rd century C.E.    "
Mandala of Vajrapani,https://www.brooklynmuseum.org/opencollection/objects/107924,"
      Mandala of Vajrapani15th century    "
Vishnu,https://www.brooklynmuseum.org/opencollection/objects/108707,"
      Vishnulate 4th–5th century    "
Avalokiteshvara Padmapani,https://www.brooklynmuseum.org/opencollection/objects/109069,"
      Avalokiteshvara Padmapani3rd–6th century    "
[Untitled] (Giant Scintillation Counter),https://www.brooklynmuseum.org/opencollection/objects/109194,"
      Walter Tandy MurchAmerican, born Canada, 1907–1967[Untitled] (Giant Scintillation Counter)circa 1955    "
Bottle,https://www.brooklynmuseum.org/opencollection/objects/109674,"
      Bottle12th–13th century    "
Finial in the Shape of a Dragon Head,https://www.brooklynmuseum.org/opencollection/objects/111257,"
      Finial in the Shape of a Dragon Head14th century    "
Jar with Lid,https://www.brooklynmuseum.org/opencollection/objects/112151,"
      Jar with Lid19th century    "
Jar,https://www.brooklynmuseum.org/opencollection/objects/112243,"
      Jarlate 18th–19th century    "
"Armchair, Model 31",https://www.brooklynmuseum.org/opencollection/objects/112542,"
      Alvar Aalto; Artek OyArmchair, Model 31ca. 1932    "
Tracery,https://www.brooklynmuseum.org/opencollection/objects/113269,"
      Gertrude GreeneAmerican, 1904–1956Tracery1954    "
Seated Vishnu,https://www.brooklynmuseum.org/opencollection/objects/114041,"
      Seated Vishnu8th–9th century    "
"Pilaster Capital with Head of Athena, from Adams Express Building, 57-61 Br...    ",https://www.brooklynmuseum.org/opencollection/objects/114978,"
      Francis Hatch KimballAmerican, 1845–1919Pilaster Capital with Head of Athena, from Adams Express Building, 57-61 Br...    "
Figurine,https://www.brooklynmuseum.org/opencollection/objects/118808,"
      MayaFigurine    "
Jar,https://www.brooklynmuseum.org/opencollection/objects/118811,"
      MayaJar    "
Hollow Figurine,https://www.brooklynmuseum.org/opencollection/objects/118813,"
      MayaHollow Figurine500–850    "
Hollow Figurine,https://www.brooklynmuseum.org/opencollection/objects/118814,"
      MayaHollow Figurine500–850    "
"Oyster Houses, South St. & Pike Slip",https://www.brooklynmuseum.org/opencollection/objects/121305,"
      Berenice AbbottAmerican, 1898–1991Oyster Houses, South St. & Pike SlipApril 1, 1937    "
Goddess Sri,https://www.brooklynmuseum.org/opencollection/objects/122215,"
      ChamGoddess Sri10th century    "
Pink and Grey Vase,https://www.brooklynmuseum.org/opencollection/objects/124057,"
      Jedd GaretAmerican, born 1955Pink and Grey Vase1979    "
Glass,https://www.brooklynmuseum.org/opencollection/objects/124347,"
      George Sakier; Fostoria Glass CompanyGlassca. 1930s–1940s    "
Glass,https://www.brooklynmuseum.org/opencollection/objects/124356,"
      George Sakier; Fostoria Glass CompanyGlassca. 1930s–1940s    "
Bowl,https://www.brooklynmuseum.org/opencollection/objects/124384,"
      The Kalo Shops1900–1970Bowl1914–1918    "
Seated Buddha,https://www.brooklynmuseum.org/opencollection/objects/124877,"
      Seated Buddhalate 4th–early 5th century    "
Mahisasuramardini,https://www.brooklynmuseum.org/opencollection/objects/126824,"
      Mahisasuramardinica. 10th century    "
Coiled Basket,https://www.brooklynmuseum.org/opencollection/objects/130247,"
      PomoCoiled Basketca. 1895    "
Siatosha Jar or Water Jar,https://www.brooklynmuseum.org/opencollection/objects/133273,"
      A:shiwi (Zuni Pueblo)Siatosha Jar or Water Jarcirca 1907    "
Jar,https://www.brooklynmuseum.org/opencollection/objects/134973,"
      A:shiwi (Zuni Pueblo)Jarlate 19th century    "
Untitled,https://www.brooklynmuseum.org/opencollection/objects/148046,"
      Ron GriffinAmerican, born 1954Untitled1991    "
Statuette of Blacksmith,https://www.brooklynmuseum.org/opencollection/objects/148471,"
      Karl L. H. Müller; Nicholas MuellerStatuette of Blacksmithca. 1867    "
Chalice,https://www.brooklynmuseum.org/opencollection/objects/148696,"
      Michael LacktmanAmerican, 1938–2022Chaliceca.1965    "
"Striped Shirt, Striped Cat",https://www.brooklynmuseum.org/opencollection/objects/148748,"
      Sally AveryAmerican, 1902–2002Striped Shirt, Striped Cat1979    "
Napkin Ring,https://www.brooklynmuseum.org/opencollection/objects/149087,"
      George W. Shiebler & Co.1876–1915Napkin Ringca. 1885    "
Stonewall,https://www.brooklynmuseum.org/opencollection/objects/149214,"
      Leon Polk SmithAmerican, 1906–1996Stonewall1956    "
Chamberstick,https://www.brooklynmuseum.org/opencollection/objects/152685,"
      Tiffany & CompanyAmerican, founded 1853Chamberstick1889    "
"Bhairava Raga, Page from a Ragamala Series",https://www.brooklynmuseum.org/opencollection/objects/152734,"
      Bhairava Raga, Page from a Ragamala Seriesca. 1670–1680    "
Pitcher,https://www.brooklynmuseum.org/opencollection/objects/154116,"
      Meriden Silver Company, a division of International Silver Co.American, founded 1898Pitcherca. 1885    "
Creamer,https://www.brooklynmuseum.org/opencollection/objects/154676,"
      Ilonka Karasz; Paye & Baker Manufacturing CompanyCreamerDesigned 1928    "
Sugar Bowl,https://www.brooklynmuseum.org/opencollection/objects/154677,"
      Ilonka Karasz; Paye & Baker Manufacturing CompanySugar BowlDesigned 1928    "
Martha's Vineyard 4,https://www.brooklynmuseum.org/opencollection/objects/160808,"
      Aaron SiskindAmerican, 1903–1991Martha's Vineyard 41950    "
Suzanne and Lance,https://www.brooklynmuseum.org/opencollection/objects/162028,"
      Susan RubinAmerican, born 1965Suzanne and Lance1999    "
Holy Water Font,https://www.brooklynmuseum.org/opencollection/objects/162166,"
      Worcester Royal Porcelain Co.founded 1751Holy Water Fontca. 1877    "
Standing Male Figure,https://www.brooklynmuseum.org/opencollection/objects/162356,"
      AztecStanding Male Figure1440–1521    "
Wild Flower (Lotus),https://www.brooklynmuseum.org/opencollection/objects/163089,"
      Hung LiuChinese, 1948–2021Wild Flower (Lotus)1999    "
Ewer with Lid,https://www.brooklynmuseum.org/opencollection/objects/165127,"
      Worcester Royal Porcelain Co.founded 1751Ewer with Lid1884    "
Bowl,https://www.brooklynmuseum.org/opencollection/objects/166993,"
      Bowlfirst half of 15th century    "
Figure of Seated Buddha,https://www.brooklynmuseum.org/opencollection/objects/167116,"
      Figure of Seated Buddha794–1185    "
Barber's Bowl,https://www.brooklynmuseum.org/opencollection/objects/167170,"
      Barber's Bowlearly 18th century    "
Barber's Bowl,https://www.brooklynmuseum.org/opencollection/objects/167171,"
      Barber's Bowl1690–1720    "
"Ice Bucket and Lid, ""Bomb Rumidor Pattern""",https://www.brooklynmuseum.org/opencollection/objects/185961,"
      Louis W. Rice; Bernard Rice's Sons, Inc.Ice Bucket and Lid, ""Bomb Rumidor Pattern""ca. 1930    "
"Plate ""The City of Brooklyn- Brooklyn Waterfront below Brooklyn Bridge""",https://www.brooklynmuseum.org/opencollection/objects/194238,"
      Susan Doban; Think FabricatePlate ""The City of Brooklyn- Brooklyn Waterfront below Brooklyn Bridge""Designed ...    "
"Grand Canyon, Yellowstone",https://www.brooklynmuseum.org/opencollection/objects/210664,"
      Grafton Tyler BrownAmerican, 1841–1918Grand Canyon, Yellowstone1886    "
"""'Superior' Mouseketeer Television"", Model 300",https://www.brooklynmuseum.org/opencollection/objects/214402,"
      T. Cohn, Inc.ca. 1900–1979""'Superior' Mouseketeer Television"", Model 300ca. 1955    "
Woman in Red,https://www.brooklynmuseum.org/opencollection/objects/218197,"
      Gérard FortunéHaitian, ca. 1924–2019Woman in Redca. 1984    "
Talatat,https://www.brooklynmuseum.org/opencollection/objects/224450,"
      Talatatca. 1352–1332 B.C.E.    "
Linda Nochlin,https://www.brooklynmuseum.org/opencollection/objects/224542,"
      Philip PearlsteinAmerican, 1924–2022Linda Nochlin2011    "
The Arm Wrestle of Chip & Spike; aka: Star-Makers,https://www.brooklynmuseum.org/opencollection/objects/224994,"
      Oscar yi HouBritish, born 1998The Arm Wrestle of Chip & Spike; aka: Star-Makers2020    "
Trailer,https://www.brooklynmuseum.org/opencollection/objects/225002,"
      Liza LouAmerican, born 1969Trailer1998–2000    "
"Bronx, N.Y.",https://www.brooklynmuseum.org/opencollection/objects/225012,"
      Bumpei UsuiAmerican, born Nagano, Japan, 1898–1994Bronx, N.Y.1924    "
"Harlem Toile Wallpaper, Digital Hand Colorway",https://www.brooklynmuseum.org/opencollection/objects/225290,"
      Sheila BridgesAmerican, born 1964Harlem Toile Wallpaper, Digital Hand Colorwaydesigned 2005; manufactur...    "
"Zwarte Piet (Black Piet) Wallpaper, Delft Blue colorway",https://www.brooklynmuseum.org/opencollection/objects/225291,"
      Sheila BridgesAmerican, born 1964Zwarte Piet (Black Piet) Wallpaper, Delft Blue colorwaydesigned 2016; ...    "
Manuscript of Nature V_Brooklyn Museum,https://www.brooklynmuseum.org/opencollection/objects/225292,"
      Cui FeiChinese, b. 1970Manuscript of Nature V_Brooklyn Museum2022    "
Morisawa 10 Poster,https://www.brooklynmuseum.org/opencollection/objects/225468,"
      John MaedaAmerican, born 1966Morisawa 10 Poster1996    "
Stool,https://www.brooklynmuseum.org/opencollection/objects/225470,"
      Mark GrattanAmerican, born 1983Stool2021    "
Transplanting Trees from the Mountains to Topaz,https://www.brooklynmuseum.org/opencollection/objects/225476,"
      Chiura ObataAmerican, born Japan, 1885 – 1975Transplanting Trees from the Mountains to TopazDecember 28...    "
"Flower Arrangement, Yellow",https://www.brooklynmuseum.org/opencollection/objects/225478,"
      Chiura ObataAmerican, born Japan, 1885 – 1975Flower Arrangement, YellowSeptember 15, 1939    "
El Capitan,https://www.brooklynmuseum.org/opencollection/objects/225484,"
      Chiura ObataAmerican, born Japan, 1885 – 1975El Capitan1930    "
Topaz Sunflowers,https://www.brooklynmuseum.org/opencollection/objects/225523,"
      Hisako HibiAmerican, born Fukui–Ken, Japan, 1907 – 1991Topaz Sunflowers1944    "
Satoshi Studying,https://www.brooklynmuseum.org/opencollection/objects/225526,"
      Hisako HibiAmerican, born Fukui–Ken, Japan, 1907 – 1991Satoshi Studying1945–1954    "
Dorothy,https://www.brooklynmuseum.org/opencollection/objects/225648,"
      Kyohei InukaiAmerican, born Japan, 1886–1954Dorothy1933    "
New Beginnings,https://www.brooklynmuseum.org/opencollection/objects/225650,"
      Hayden Haynes; Samantha JacobsNew Beginnings2022    "
Prince/Sesta,https://www.brooklynmuseum.org/opencollection/objects/225695,"
      Mario Botta; AliasPrince/Sesta1985    "
Buffalo,https://www.brooklynmuseum.org/opencollection/objects/49,"
      Alexander Phimister ProctorAmerican, 1862–1950Buffalo1913    "
Princeton Tiger,https://www.brooklynmuseum.org/opencollection/objects/53,"
      Alexander Phimister ProctorAmerican, 1862–1950Princeton Tiger1908–1909    "
Nude Figure of a Girl Dancing,https://www.brooklynmuseum.org/opencollection/objects/75,"
      Bela Lyon PrattAmerican, 1867–1917Nude Figure of a Girl Dancing1910    "
Water Jar,https://www.brooklynmuseum.org/opencollection/objects/179,"
      Haak’u (Acoma Pueblo)Water Jar1868–1901    "
Midnight Moon,https://www.brooklynmuseum.org/opencollection/objects/224,"
      Elliott DaingerfieldAmerican, 1859–1932Midnight Moonca. 1906    "
On the Heights,https://www.brooklynmuseum.org/opencollection/objects/226,"
      Sarah Malcolm FreebornAmerican, 1861–1906On the Heights1893    "
Charles A. Schieren,https://www.brooklynmuseum.org/opencollection/objects/237,"
      Solon H. BorglumAmerican, 1868–1922Charles A. Schieren1909    "
Portrait Medal of Paul Wayland Bartlett,https://www.brooklynmuseum.org/opencollection/objects/244,"
      John FlanaganAmerican, 1865–1952Portrait Medal of Paul Wayland Bartlett1917    "
Portrait Plaque of Daniel Chester French,https://www.brooklynmuseum.org/opencollection/objects/245,"
      John FlanaganAmerican, 1865–1952Portrait Plaque of Daniel Chester French1919    "
Portrait Medal of Walter Griffin,https://www.brooklynmuseum.org/opencollection/objects/246,"
      John FlanaganAmerican, 1865–1952Portrait Medal of Walter Griffin1919    "
Portrait Plaque of Julian Alden Weir,https://www.brooklynmuseum.org/opencollection/objects/247,"
      John FlanaganAmerican, 1865–1952Portrait Plaque of Julian Alden Weir1918    "
Portrait Plaque of Childe Hassam,https://www.brooklynmuseum.org/opencollection/objects/248,"
      John FlanaganAmerican, 1865–1952Portrait Plaque of Childe Hassam1909    "
Portrait Medal of Joseph Pennell,https://www.brooklynmuseum.org/opencollection/objects/249,"
      John FlanaganAmerican, 1865–1952Portrait Medal of Joseph Pennell1919    "
Bust of Winslow Homer,https://www.brooklynmuseum.org/opencollection/objects/281,"
      William R. O' DonovanAmerican, 1844–1920Bust of Winslow Homer1876, cast ca. 1911    "
Bowl,https://www.brooklynmuseum.org/opencollection/objects/316,"
      UnknownBowl19th century    "
Lamp,https://www.brooklynmuseum.org/opencollection/objects/326,"
      Capen and MolineuxLamp1848–1854    "
Lamp,https://www.brooklynmuseum.org/opencollection/objects/328,"
      Capen and MolineuxLamp    "
Torso,https://www.brooklynmuseum.org/opencollection/objects/396,"
      Fritz HammargrenAmerican, born Sweden, 1892–1968Torsoearly to mid–20th century    "
Buffalo,https://www.brooklynmuseum.org/opencollection/objects/418,"
      Edwin Willard DemingAmerican, 1860–1942Buffalo1908    "
Sketch for Ceiling Decoration,https://www.brooklynmuseum.org/opencollection/objects/428,"
      UnknownSketch for Ceiling Decoration17th century    "
"View Over Nyack, Winter",https://www.brooklynmuseum.org/opencollection/objects/462,"
      Henry Varnum PoorAmerican, 1887–1970View Over Nyack, Winter1933    "
Hatchet with Relief of George Washington,https://www.brooklynmuseum.org/opencollection/objects/514,"
      Libbey Glass Companyfounded 1888Hatchet with Relief of George Washingtonca. 1893    "
Goodwill Plane with Charles Lindberg,https://www.brooklynmuseum.org/opencollection/objects/537,"
      AmericanGoodwill Plane with Charles Lindberg1928    "
Goblet (Alaskan scene),https://www.brooklynmuseum.org/opencollection/objects/548,"
      Crystal Glass CompanyBridgeport, OhioGoblet (Alaskan scene)1867    "
"Compote, ""Westward Ho!"" Pattern",https://www.brooklynmuseum.org/opencollection/objects/562,"
      James Gillinder & SonsAmerican, 1860–1930sCompote, ""Westward Ho!"" Patternca. 1880    "
"Salt, Lafayette Boat",https://www.brooklynmuseum.org/opencollection/objects/566,"
      Boston and Sandwich Glass CompanySalt, Lafayette Boatca. 1825–1830    "
Tumbler or Glass (St. Louis World's Fair),https://www.brooklynmuseum.org/opencollection/objects/575,"
      AmericanTumbler or Glass (St. Louis World's Fair)1904    "
Vinegar Flask (George Washington),https://www.brooklynmuseum.org/opencollection/objects/577,"
      AmericanVinegar Flask (George Washington)1932    "
Compote (Maggie Mitchell & Fanny Davenport),https://www.brooklynmuseum.org/opencollection/objects/580,"
      AmericanCompote (Maggie Mitchell & Fanny Davenport)ca. 1883    "
"Bottle, Bust of Henry Ward Beecher",https://www.brooklynmuseum.org/opencollection/objects/603,"
      T. P. Spencer & Co.Bottle, Bust of Henry Ward Beecher1887    "
Sugar Bowl,https://www.brooklynmuseum.org/opencollection/objects/615,"
      AmericanSugar Bowlca. 1898    "
Still Life with Discarded Pitcher,https://www.brooklynmuseum.org/opencollection/objects/655,"
      Robert BrackmanAmerican, 1898 – 1980Still Life with Discarded Pitcherca. 1940    "
Figure,https://www.brooklynmuseum.org/opencollection/objects/682,"
      UnknownFigure18th century    "
Figure of St. Anthony and the Christ Child,https://www.brooklynmuseum.org/opencollection/objects/683,"
      Figure of St. Anthony and the Christ Child1806    "
Jane Cooper Sully,https://www.brooklynmuseum.org/opencollection/objects/699,"
      Thomas SullyAmerican, born England, 1783–1872Jane Cooper Sullyca. 1835    "
Porringer,https://www.brooklynmuseum.org/opencollection/objects/802,"
      William BillingsPorringer1791–1806    "
Teapot,https://www.brooklynmuseum.org/opencollection/objects/903,"
      John Andrew BrunstromTeapot18th century    "
Crucifix,https://www.brooklynmuseum.org/opencollection/objects/924,"
      UnknownCrucifixlate 18th–early 19th century    "
Crucifix,https://www.brooklynmuseum.org/opencollection/objects/925,"
      UnknownCrucifix19th century    "
Salt (George Washington and Marquis de Lafayette),https://www.brooklynmuseum.org/opencollection/objects/931,"
      New England Glass CompanySalt (George Washington and Marquis de Lafayette)ca. 1827    "
The Hunter,https://www.brooklynmuseum.org/opencollection/objects/1017,"
      Albert Pinkham RyderAmerican, 1847–1917The Hunterca. 1880    "
"Bottle, Fish",https://www.brooklynmuseum.org/opencollection/objects/1075,"
      Bottle, Fishlate 19th century    "
Portrait of Jane Wallach,https://www.brooklynmuseum.org/opencollection/objects/1120,"
      Elie NadelmanAmerican, 1882–1946Portrait of Jane Wallachca. 1917–1918    "
One-quart Tankard,https://www.brooklynmuseum.org/opencollection/objects/1198,"
      Frederick BassettAmerican, active 1761–1800One-quart Tankardca. 1770    "
Sander,https://www.brooklynmuseum.org/opencollection/objects/1235,"
      Sanderca. 1830    "
Plate,https://www.brooklynmuseum.org/opencollection/objects/1274,"
      John Mackie Falconer; John EdwardsPlateca. 1876    "
"Plaque, Portrait of Charles H. L. Smith",https://www.brooklynmuseum.org/opencollection/objects/1417,"
      Karl L. H. Müller; Union Porcelain WorksPlaque, Portrait of Charles H. L. Smithlate 19th century    "
Portrait of a Gentleman,https://www.brooklynmuseum.org/opencollection/objects/1582,"
      Seymour Joseph GuyAmerican, 1824–1910Portrait of a Gentleman1855    "
Cream Pitcher,https://www.brooklynmuseum.org/opencollection/objects/1645,"
      Cream Pitcherca. 1930    "
Mug,https://www.brooklynmuseum.org/opencollection/objects/1815,"
      Thomas G. Brown & SonsMugca. 1900    "
Tray,https://www.brooklynmuseum.org/opencollection/objects/1924,"
      UnknownTrayca. 1935    "
Nuestra Señora de San Juan de Lagos (Our Lady of Saint John of the Lakes),https://www.brooklynmuseum.org/opencollection/objects/1971,"
      MollenoNuestra Señora de San Juan de Lagos (Our Lady of Saint John of the Lakes)ca. 1805–45    "
Beaker,https://www.brooklynmuseum.org/opencollection/objects/2004,"
      Gerardus BoyceAmerican, 1795–1880Beakerca. 1820    "
Beaker,https://www.brooklynmuseum.org/opencollection/objects/2005,"
      Gerardus BoyceAmerican, 1795–1880Beakerca. 1820    "
Cake Basket,https://www.brooklynmuseum.org/opencollection/objects/2007,"
      Whiting Manufacturing CompanyAmerican, 1866–PresentCake Basketca. 1870    "
Letter Holder,https://www.brooklynmuseum.org/opencollection/objects/2069,"
      Marion Anderson NoyesAmerican, 1907–2002Letter Holderca. 1933    "
"Bean Pot with Lid, Town and Country Dinner Service",https://www.brooklynmuseum.org/opencollection/objects/2074,"
      Eva Zeisel; Red Wing PotteryBean Pot with Lid, Town and Country Dinner ServiceDesigned ca. 1945; Manufacture...    "
Daniel Webster,https://www.brooklynmuseum.org/opencollection/objects/2076,"
      Thomas BallAmerican, 1819–1911Daniel Webster1853    "
Casserole,https://www.brooklynmuseum.org/opencollection/objects/2111,"
      Marion Anderson Noyes; Towle SilversmithsCasserole    "
Fork,https://www.brooklynmuseum.org/opencollection/objects/2149,"
      Frederick Carder; Walter Dorwin Teague; Corning Glass WorksForkca. 1930    "
"Candelabrum, One of Pair, ""Classique Modern""",https://www.brooklynmuseum.org/opencollection/objects/2166,"
      Walter Dorwin Teague; Plymouth PewterCandelabrum, One of Pair, ""Classique Modern""Introduced 1934.    "
"Candelabrum, One of Pair, ""Classique Modern""",https://www.brooklynmuseum.org/opencollection/objects/2167,"
      Walter Dorwin Teague; Plymouth PewterCandelabrum, One of Pair, ""Classique Modern""Introduced 1934.    "
Stool,https://www.brooklynmuseum.org/opencollection/objects/2233,"
      Vladimir Kagan Designs; Vladimir KaganStoolca.1960    "
"""Modernist"" Vase",https://www.brooklynmuseum.org/opencollection/objects/2270,"
      Reed & BartonAmerican, 1840–present""Modernist"" Vase1928    "
Card Table,https://www.brooklynmuseum.org/opencollection/objects/2406,"
      UnknownCard Tableca. 1800    "
Tilting-Top Candlestand,https://www.brooklynmuseum.org/opencollection/objects/2409,"
      Tilting-Top Candlestandca. 1765    "
Tilting-Top Candlestand,https://www.brooklynmuseum.org/opencollection/objects/2410,"
      Tilting-Top Candlestandca. 1780–1800    "
Chest-of-Drawers,https://www.brooklynmuseum.org/opencollection/objects/2413,"
      Chest-of-Drawersca. 1770    "
Table Lamp,https://www.brooklynmuseum.org/opencollection/objects/2542,"
      Donald Deskey; Deskey-Vollmer, Inc.Table Lamp1927–1931    "
Candle Snuffer,https://www.brooklynmuseum.org/opencollection/objects/2551,"
      The Kalo Shops1900–1970Candle Snufferca. 1915    "
The Old Man of Mikeno,https://www.brooklynmuseum.org/opencollection/objects/2556,"
      Carl E. Akeley; Kunst Foundry, NYThe Old Man of Mikeno1923    "
Platter (Cleopatra),https://www.brooklynmuseum.org/opencollection/objects/2604,"
      Platter (Cleopatra)late 19th century    "
The First Lesson,https://www.brooklynmuseum.org/opencollection/objects/2679,"
      Emil FuchsAmerican, born Austria, 1866–1929The First Lesson1913    "
"Dessert Bowl, ""Conversation/Aquarium"" Pattern",https://www.brooklynmuseum.org/opencollection/objects/2691,"
      Lucha; Flintridge ChinaDessert Bowl, ""Conversation/Aquarium"" Patternca. 1954    "
Pitcher,https://www.brooklynmuseum.org/opencollection/objects/2713,"
      Union Porcelain Works1863–ca. 1922Pitcherca. 1885    "
