Title,Title_URL,Content
Men from a Scene of Music and Games,https://www.brooklynmuseum.org/opencollection/objects/3907,"
      EgyptianMen from a Scene of Music and Gamesca. 670–650 B.C.E.    "
Sketch of Osiris,https://www.brooklynmuseum.org/opencollection/objects/3953,"
      Sketch of Osiris305–30 B.C.E.    "
Set of Gaming Pieces,https://www.brooklynmuseum.org/opencollection/objects/3961,"
      Set of Gaming Piecesca. 1539–1295 B.C.E.    "
Scarab of Thutmose III,https://www.brooklynmuseum.org/opencollection/objects/4045,"
      Scarab of Thutmose IIIca. 1479–1425 B.C.E., or later    "
Furniture Attachment (?) in Form of Bound Prisoner,https://www.brooklynmuseum.org/opencollection/objects/4060,"
      EgyptianFurniture Attachment (?) in Form of Bound Prisonerca. 1539–1292 B.C.E.    "
Hair Curler in the Form of  a Woman,https://www.brooklynmuseum.org/opencollection/objects/4079,"
      EgyptianHair Curler in the Form of  a Womanca. 1539–1292 B.C.E.    "
Whip Handle Inscribed with Cartouche of Amunhotep IV,https://www.brooklynmuseum.org/opencollection/objects/4117,"
      Whip Handle Inscribed with Cartouche of Amunhotep IVca. 1539–1292 B.C.E.    "
Offering Table of Neferka,https://www.brooklynmuseum.org/opencollection/objects/4164,"
      Offering Table of Neferkaca. 2500–2170 B.C.E.    "
Vase with Floral Decoration,https://www.brooklynmuseum.org/opencollection/objects/4323,"
      Vase with Floral Decoration960–1279 C.E.    "
Tea Table,https://www.brooklynmuseum.org/opencollection/objects/4771,"
      Carlo Mollino; Appelli F. - Varesio L. & Co.Tea Tableca. 1949    "
Bracket with Lotus Flower Pattern,https://www.brooklynmuseum.org/opencollection/objects/8724,"
      Bracket with Lotus Flower Pattern    "
Palace Painting,https://www.brooklynmuseum.org/opencollection/objects/25540,"
      Palace Paintingca. 1352–1336 B.C.E.    "
Unfinished Portrait of Nefertiti,https://www.brooklynmuseum.org/opencollection/objects/37208,"
      Unfinished Portrait of Nefertitica. 1352–1336 B.C.E    "
Bowl,https://www.brooklynmuseum.org/opencollection/objects/38528,"
      Bowlca. 1295–1185 B.C.E.    "
Sculptor's Trial Piece of Nefertiti,https://www.brooklynmuseum.org/opencollection/objects/45621,"
      Sculptor's Trial Piece of Nefertitica. 1352–1332 B.C.E.    "
Small Vase,https://www.brooklynmuseum.org/opencollection/objects/47023,"
      Small Vase13th century    "
Inlay Figure of a King in Four Pieces,https://www.brooklynmuseum.org/opencollection/objects/62603,"
      Inlay Figure of a King in Four Pieces305–30 B.C.E.    "
Fragment of a Bas Relief,https://www.brooklynmuseum.org/opencollection/objects/94414,"
      Fragment of a Bas Reliefca. 2nd century    "
Winged Dragon Chimera,https://www.brooklynmuseum.org/opencollection/objects/100864,"
      UnknownAmericanWinged Dragon Chimeraca. 1900    "
Nativity Scene: The Birth of the Buddha,https://www.brooklynmuseum.org/opencollection/objects/112944,"
      Nativity Scene: The Birth of the Buddha9th century    "
Vasudhara,https://www.brooklynmuseum.org/opencollection/objects/114047,"
      Vasudhara16th century    "
Head and Torso of a Buddha,https://www.brooklynmuseum.org/opencollection/objects/115954,"
      Head and Torso of a Buddha14th century    "
Scarab with Incised Cross,https://www.brooklynmuseum.org/opencollection/objects/117459,"
      Scarab with Incised Crossca. 1479–1292 B.C.E.    "
Standing Durga,https://www.brooklynmuseum.org/opencollection/objects/127838,"
      Standing Durgaca. 970    "
Bowl,https://www.brooklynmuseum.org/opencollection/objects/167061,"
      Bowl13th century    "
Puma,https://www.brooklynmuseum.org/opencollection/objects/18,"
      Alexander Phimister ProctorAmerican, 1862–1950Puma1909    "
Lady with a Mirror,https://www.brooklynmuseum.org/opencollection/objects/1239,"
      AmericanLady with a Mirrorca. 1715    "
Lamp,https://www.brooklynmuseum.org/opencollection/objects/1306,"
      Tiffany Studios; Clara Wolcott DriscollLampca. 1910    "
"Figure, ""Stitch, Stitch, Stitch""",https://www.brooklynmuseum.org/opencollection/objects/1420,"
      Karl L. H. Müller; Union Porcelain WorksFigure, ""Stitch, Stitch, Stitch""1877    "
"Camera, No. 1A Gift Kodak",https://www.brooklynmuseum.org/opencollection/objects/1472,"
      Ingraham Company; Eastman Kodak Co.; Walter Dorwin TeagueCamera, No. 1A Gift Kodakca.1930    "
"Desk Lamp, Model #114",https://www.brooklynmuseum.org/opencollection/objects/1649,"
      Walter Dorwin Teague; Polaroid CorporationDesk Lamp, Model #114ca. 1939    "
Seltzer Bottle,https://www.brooklynmuseum.org/opencollection/objects/1650,"
      Walter Kidde Sales Co.; Norman Bel Geddes; Worthen PaxtonSeltzer Bottledesign introduced 1938    "
Table Lamp,https://www.brooklynmuseum.org/opencollection/objects/1683,"
      Polaroid Corporation; UnknownTable Lampmid 1930s    "
"Armchair, Model 670",https://www.brooklynmuseum.org/opencollection/objects/1687,"
      Charles Eames; Ray Eames (Bernice Alexandra Kaiser); Herman Miller, Inc.Armchair, Model 670designed 1956; ma...    "
Clock,https://www.brooklynmuseum.org/opencollection/objects/1741,"
      Paul T. Frankl; Warren Telechron CompanyClocklate 1920s    "
One of a Set of Three Hassocks or Stools (en suite with 85.156.4 Ottoman) Neo-Classical style,https://www.brooklynmuseum.org/opencollection/objects/1752,"
      UnknownOne of a Set of Three Hassocks or Stools (en suite with 85.156.4 Ottoman) Neo-Classical styleca. 1830    "
Bureau,https://www.brooklynmuseum.org/opencollection/objects/1776,"
      Gilbert Rohde; Herman Miller, Inc.Bureau1933–1934    "
Moose,https://www.brooklynmuseum.org/opencollection/objects/1957,"
      Alexander Phimister ProctorAmerican, 1862–1950Mooseca. 1893    "
Rocking Chair,https://www.brooklynmuseum.org/opencollection/objects/2006,"
      D. Dexter's SonsRocking Chairpatented May 18, 1880    "
Folding Armchair (reception) (Renaissance Revival style),https://www.brooklynmuseum.org/opencollection/objects/2008,"
      Edward W. Vaill1861–1891Folding Armchair (reception) (Renaissance Revival style)ca. 1875    "
Fawn,https://www.brooklynmuseum.org/opencollection/objects/2044,"
      Alexander Phimister ProctorAmerican, 1862–1950Fawn1893    "
Folding Armchair (reception) (Aesthetic Movement style),https://www.brooklynmuseum.org/opencollection/objects/2051,"
      Edward W. Vaill1861–1891Folding Armchair (reception) (Aesthetic Movement style)ca. 1880    "
Salt and Pepper Server,https://www.brooklynmuseum.org/opencollection/objects/2130,"
      Napier; UnknownSalt and Pepper Serverca. 1935    "
"""Manhattan"" Serving Tray with Liner, Box with Lid",https://www.brooklynmuseum.org/opencollection/objects/2186,"
      Norman Bel Geddes; Revere Copper and Brass Company""Manhattan"" Serving Tray with Liner, Box with Lid1937    "
Folding Chair,https://www.brooklynmuseum.org/opencollection/objects/2321,"
      P.J. HardyAmerican, 19th centuryFolding ChairPatented 1867    "
Chair,https://www.brooklynmuseum.org/opencollection/objects/2358,"
      George Jacob HunzingerAmerican, born Germany, 1835–1898Chairca. 1869    "
Double Kohl Tube with Applicator,https://www.brooklynmuseum.org/opencollection/objects/3067,"
      Double Kohl Tube with Applicatorca. 1539–1292 B.C.E.    "
"Amulet with a Stylized Figure of Heh, the God of Eternity",https://www.brooklynmuseum.org/opencollection/objects/3094,"
      Amulet with a Stylized Figure of Heh, the God of Eternityca. 1938–1700 B.C.E.    "
"Amulet with a Stylized Figure of Heh, the God of Eternity",https://www.brooklynmuseum.org/opencollection/objects/3095,"
      Amulet with a Stylized Figure of Heh, the God of Eternityca. 1938–1700 B.C.E.    "
"Amulet with a Stylized Figure of Heh, the God of Eternity",https://www.brooklynmuseum.org/opencollection/objects/3096,"
      Amulet with a Stylized Figure of Heh, the God of Eternityca. 1938–1700 B.C.E.    "
Ladle or Shallow Pan in Form of Goose's Neck,https://www.brooklynmuseum.org/opencollection/objects/3104,"
      Ladle or Shallow Pan in Form of Goose's Neckca. 1479–1400 B.C.E.    "
Bowl with Lotus Design,https://www.brooklynmuseum.org/opencollection/objects/3108,"
      Bowl with Lotus Designca. 1479–1400 B.C.E.    "
Awl,https://www.brooklynmuseum.org/opencollection/objects/3112,"
      Awlca. 1539–1292 B.C.E.    "
Serrated Tool with Handle,https://www.brooklynmuseum.org/opencollection/objects/3113,"
      Serrated Tool with Handleca. 1539–1292 B.C.E.    "
Inscribed Headrest,https://www.brooklynmuseum.org/opencollection/objects/3116,"
      Inscribed Headrestca. 1818–1700 B.C.E.    "
Plug,https://www.brooklynmuseum.org/opencollection/objects/3127,"
      Plugca. 1478–1425 B.C.E.    "
Single Strand Necklace with Disk Beads,https://www.brooklynmuseum.org/opencollection/objects/3128,"
      Single Strand Necklace with Disk Beadsca. 1539–1190 B.C.E.    "
Practice Sketch or Votive Offering,https://www.brooklynmuseum.org/opencollection/objects/3135,"
      Practice Sketch or Votive Offeringca. 1295–1070 B.C.E.    "
Physician's Box,https://www.brooklynmuseum.org/opencollection/objects/3142,"
      Physician's Boxca. 1938–1700 B.C.E. or later    "
Jar with Was-Scepters and Ankhs,https://www.brooklynmuseum.org/opencollection/objects/3150,"
      Jar with Was-Scepters and Ankhsca. 1426–1390 B.C.E.    "
Amulet in the Form of a Seated Mummified King,https://www.brooklynmuseum.org/opencollection/objects/3169,"
      Amulet in the Form of a Seated Mummified Kingca. 1539–1075 B.C.E.    "
Male Birth God,https://www.brooklynmuseum.org/opencollection/objects/3175,"
      Male Birth Godca. 1426–1292 B.C.E.    "
Bottle Imitating Leather Water Container,https://www.brooklynmuseum.org/opencollection/objects/3180,"
      Bottle Imitating Leather Water Containerca. 1479–1400 B.C.E.    "
"Fragment of Bowl with Lotus, Antelope, and Fish",https://www.brooklynmuseum.org/opencollection/objects/3188,"
      Fragment of Bowl with Lotus, Antelope, and Fishca. 1539–1390 B.C.E.    "
Teardrop Beads and Uraeus-Amulet,https://www.brooklynmuseum.org/opencollection/objects/3227,"
      Teardrop Beads and Uraeus-Amuletca. 1390–1292 B.C.E.    "
Jar with High Cylindrical Neck,https://www.brooklynmuseum.org/opencollection/objects/3233,"
      Jar with High Cylindrical Neckca. 1426–1353 B.C.E.    "
Necklace,https://www.brooklynmuseum.org/opencollection/objects/3294,"
      Necklaceca. 1938–1759 B.C.E.    "
Necklace,https://www.brooklynmuseum.org/opencollection/objects/3296,"
      Necklaceca. 1938–1759 B.C.E.    "
Necklace,https://www.brooklynmuseum.org/opencollection/objects/3297,"
      Necklaceca. 1938–1759 B.C.E.    "
Necklace,https://www.brooklynmuseum.org/opencollection/objects/3298,"
      Necklaceca. 1938–1759 B.C.E.    "
Molded Hemispherical Bowl,https://www.brooklynmuseum.org/opencollection/objects/3323,"
      Molded Hemispherical Bowl2nd–1st century B.C.E.    "
Model of a King,https://www.brooklynmuseum.org/opencollection/objects/3326,"
      Model of a King4th century B.C.E.    "
Miniature Table Screen,https://www.brooklynmuseum.org/opencollection/objects/3351,"
      Miniature Table Screen1736–1795    "
Mounted Scarab of Hatshepsut,https://www.brooklynmuseum.org/opencollection/objects/3352,"
      Mounted Scarab of Hatshepsutca. 1478–1458 B.C.E.    "
Hippopotamus Tusk with Carved Head,https://www.brooklynmuseum.org/opencollection/objects/3358,"
      Hippopotamus Tusk with Carved Headca. 3800–3400 B.C.E.    "
Comb with Human Image,https://www.brooklynmuseum.org/opencollection/objects/3359,"
      Comb with Human Imageca. 3500–3400 B.C.E.    "
Relief of Prince Khaemwaset,https://www.brooklynmuseum.org/opencollection/objects/3441,"
      Relief of Prince Khaemwasetca. 1279–1213 B.C.E.    "
Inlay in the Form of a Cornflower,https://www.brooklynmuseum.org/opencollection/objects/3502,"
      Inlay in the Form of a Cornflowerca. 1390–1352 B.C.E.    "
Openwork Ring,https://www.brooklynmuseum.org/opencollection/objects/3525,"
      Openwork Ringca. 1070–718 B.C.E.    "
Pair of Clappers in Form of Human Hands,https://www.brooklynmuseum.org/opencollection/objects/3538,"
      Pair of Clappers in Form of Human Handsca. 1539–1190 B.C.E.    "
Cosmetic Container in Form of Trussed Goose,https://www.brooklynmuseum.org/opencollection/objects/3540,"
      Cosmetic Container in Form of Trussed Gooseca. 1539–1292 B.C.E.    "
Counterweight of a Necklace,https://www.brooklynmuseum.org/opencollection/objects/3541,"
      Counterweight of a Necklaceca. 1390–1353 B.C.E.    "
Earrings in Form of Ducks,https://www.brooklynmuseum.org/opencollection/objects/3546,"
      Earrings in Form of Ducksca. 1390–1292 B.C.E.    "
Model Food Offering of Bound Gazelle,https://www.brooklynmuseum.org/opencollection/objects/3552,"
      Model Food Offering of Bound Gazelleca. 1479–1292 B.C.E.    "
Fragment of a Decorated Bowl,https://www.brooklynmuseum.org/opencollection/objects/3567,"
      Fragment of a Decorated Bowlca. 1336–1295 B.C.E.    "
Jar with Monkeys,https://www.brooklynmuseum.org/opencollection/objects/3572,"
      Jar with Monkeysca. 2008–1759 B.C.E.    "
Relief of a Queen or Goddess,https://www.brooklynmuseum.org/opencollection/objects/3586,"
      Relief of a Queen or Goddessca. 664–610 B.C.E.    "
Cosmetic Dish in Form of Bound Oryx and Miniature Frog,https://www.brooklynmuseum.org/opencollection/objects/3622,"
      Cosmetic Dish in Form of Bound Oryx and Miniature Frogca. 1390–1279 B.C.E.    "
Staff,https://www.brooklynmuseum.org/opencollection/objects/3628,"
      Staffca. 1336–1295 B.C.E. or slightly earlier    "
Figure of a Pig,https://www.brooklynmuseum.org/opencollection/objects/3638,"
      Figure of a Pigca. 3000–2675 B.C.E.    "
Figure of a Male Child,https://www.brooklynmuseum.org/opencollection/objects/3642,"
      Figure of a Male Childca. 3000–2675 B.C.E.    "
Decorated Ostrakon,https://www.brooklynmuseum.org/opencollection/objects/3644,"
      Decorated Ostrakonca. 1336–1295 B.C.E.    "
Head of the Goddess Taweret,https://www.brooklynmuseum.org/opencollection/objects/3654,"
      Head of the Goddess Taweretca. 1336–945 B.C.E.    "
Figure of a Lion,https://www.brooklynmuseum.org/opencollection/objects/3661,"
      Figure of a Lionca. 3100–2800 B.C.E.    "
Protective God,https://www.brooklynmuseum.org/opencollection/objects/3663,"
      Protective Godca. 945–718 B.C.E.    "
Head and Torso of a Noblewoman,https://www.brooklynmuseum.org/opencollection/objects/3665,"
      Head and Torso of a Noblewomanca. 1844–1837 B.C.E.    "
Frog Amulet,https://www.brooklynmuseum.org/opencollection/objects/3670,"
      Frog Amuletca. 1390–1295 B.C.E.    "
Cylindrical Amulet,https://www.brooklynmuseum.org/opencollection/objects/3676,"
      Cylindrical Amuletca. 1938–1759 B.C.E.    "
Shabty of an Unknown Person,https://www.brooklynmuseum.org/opencollection/objects/3688,"
      Shabty of an Unknown Personca. 1352–1292 B.C.E.    "
Green Tara,https://www.brooklynmuseum.org/opencollection/objects/3692,"
      Green Tara8th century    "
Relief of a Copulating Couple,https://www.brooklynmuseum.org/opencollection/objects/3694,"
      Relief of a Copulating Couple305–30 B.C.E.    "
Head from a Haniwa in the Shape of a Horse,https://www.brooklynmuseum.org/opencollection/objects/3719,"
      Head from a Haniwa in the Shape of a Horse5th–6th century    "
Woman or Goddess,https://www.brooklynmuseum.org/opencollection/objects/3724,"
      Woman or Goddessmiddle of 4th century B.C.E.    "
Relief Blocks from the Tomb of the Vizier Nespeqashuty,https://www.brooklynmuseum.org/opencollection/objects/3767,"
      Relief Blocks from the Tomb of the Vizier Nespeqashutyca. 664–610 B.C.E.    "
Ritual Wine Vessel (Jue),https://www.brooklynmuseum.org/opencollection/objects/3775,"
      Ritual Wine Vessel (Jue)13th century B.C.E.    "
Mourners Before a Tomb Door,https://www.brooklynmuseum.org/opencollection/objects/3783,"
      Mourners Before a Tomb Doorca. 1352–1332 B.C.E.    "
Jasmine Blossoms,https://www.brooklynmuseum.org/opencollection/objects/3812,"
      Jasmine Blossomsca. 1319–1190 B.C.E.    "
Headless Statuette of a Scribe,https://www.brooklynmuseum.org/opencollection/objects/3826,"
      Headless Statuette of a Scribeca. 1938–1875 B.C.E.    "
Corrugated Hoops,https://www.brooklynmuseum.org/opencollection/objects/3815,"
      Corrugated Hoopsca. 1539–1292 B.C.E.    "
Ring with Image of a Crocodile,https://www.brooklynmuseum.org/opencollection/objects/3832,"
      Ring with Image of a Crocodileca. 1539–1075 B.C.E. or later    "
Miniature Vessel,https://www.brooklynmuseum.org/opencollection/objects/3843,"
      Miniature Vesselca. 1336–1250 B.C.E.    "
Stela of Two Deified Men(?),https://www.brooklynmuseum.org/opencollection/objects/3852,"
      Egyptian; NubianStela of Two Deified Men(?)late 1st century B.C.E.–early 1st century C.E.    "
Standing Padmapani,https://www.brooklynmuseum.org/opencollection/objects/3867,"
      Standing Padmapani12th–13th century    "
Plate in the Form of a Plum Blossom,https://www.brooklynmuseum.org/opencollection/objects/3876,"
      Plate in the Form of a Plum Blossom1368–1644    "
Standing Guanyin,https://www.brooklynmuseum.org/opencollection/objects/3929,"
      Standing Guanyin580–618    "
Offering Table,https://www.brooklynmuseum.org/opencollection/objects/3954,"
      Offering Tableca. 2800–2675 B.C.E.    "
Large Bowl with Beveled Internal Rim,https://www.brooklynmuseum.org/opencollection/objects/3959,"
      Large Bowl with Beveled Internal Rimca. 2800–2675 B.C.E.    "
Game Board with Separate Drawer,https://www.brooklynmuseum.org/opencollection/objects/3960,"
      Game Board with Separate Drawerca. 1539–1295 B.C.E.    "
Part from Shrine for a Divine Image,https://www.brooklynmuseum.org/opencollection/objects/4000,"
      Part from Shrine for a Divine Imageca. 664–342 B.C.E.    "
Fish Hook,https://www.brooklynmuseum.org/opencollection/objects/4011,"
      Fish Hookca. 1539–1292 B.C.E.    "
Hoop,https://www.brooklynmuseum.org/opencollection/objects/4013,"
      Hoopca. 1479–1400 B.C.E.    "
Ritual Vase,https://www.brooklynmuseum.org/opencollection/objects/4015,"
      Ritual Vaseca. 1938–1700 B.C.E.    "
Dish in Form of Seashell,https://www.brooklynmuseum.org/opencollection/objects/4052,"
      Dish in Form of Seashellca. 1390–1292 B.C.E.    "
Cosmetic Container in Form of Trussed Duck,https://www.brooklynmuseum.org/opencollection/objects/4061,"
      Cosmetic Container in Form of Trussed Duckca. 1539–1292 B.C.E.    "
Kohl Pot,https://www.brooklynmuseum.org/opencollection/objects/4075,"
      Kohl Potca. 1938–1700 B.C.E.    "
Kohl Pot,https://www.brooklynmuseum.org/opencollection/objects/4076,"
      Kohl Potca. 1938–1700 B.C.E.    "
Wadjet-eye Amulet Inscribed for Amunhotep III,https://www.brooklynmuseum.org/opencollection/objects/4134,"
      Wadjet-eye Amulet Inscribed for Amunhotep IIIca. 1390–1353 B.C.E.    "
Stela of Steward Ptahemsai,https://www.brooklynmuseum.org/opencollection/objects/4137,"
      Stela of Steward Ptahemsaica. 1876–1759 B.C.E.    "
Four Model Vessels on Common Base,https://www.brooklynmuseum.org/opencollection/objects/4147,"
      Four Model Vessels on Common Baseca. 1539–1075 B.C.E.    "
Heart Amulet,https://www.brooklynmuseum.org/opencollection/objects/4151,"
      Heart Amuletca. 1539–1075 B.C.E.    "
Hoop,https://www.brooklynmuseum.org/opencollection/objects/4153,"
      Hoopca. 1539–1190 B.C.E.    "
Offering Table of Hetjer,https://www.brooklynmuseum.org/opencollection/objects/4162,"
      Offering Table of Hetjerca. 2350–2170 B.C.E.    "
Staff of Amunmose,https://www.brooklynmuseum.org/opencollection/objects/4183,"
      Staff of Amunmoseca. 1336–1295 B.C.E.    "
Coffin Fragment Showing Mourning Isis,https://www.brooklynmuseum.org/opencollection/objects/4198,"
      Coffin Fragment Showing Mourning Isisca. 664–332 B.C.E.    "
Squat Jar,https://www.brooklynmuseum.org/opencollection/objects/4218,"
      Squat Jarca. 1479–1400 B.C.E.    "
Pitcher Imitating Cypriot and Western Asiatic Jug,https://www.brooklynmuseum.org/opencollection/objects/4219,"
      Pitcher Imitating Cypriot and Western Asiatic Jugca. 1470–1400 B.C.E.    "
Heart Scarab with Scene of the Goddess Ma`at and a Phoenix,https://www.brooklynmuseum.org/opencollection/objects/4246,"
      Heart Scarab with Scene of the Goddess Ma`at and a Phoenixca. 893–868 B.C.E.    "
Head from a Tomb Statue of a Man,https://www.brooklynmuseum.org/opencollection/objects/4254,"
      Head from a Tomb Statue of a Manca. 2500–2350 B.C.E.    "
Oryx Dish,https://www.brooklynmuseum.org/opencollection/objects/4260,"
      Oryx Dishca. 1539–1292 B.C.E.    "
A God's Wife of Amun,https://www.brooklynmuseum.org/opencollection/objects/4268,"
      A God's Wife of Amunca. 760–656 B.C.E.    "
Drum,https://www.brooklynmuseum.org/opencollection/objects/4335,"
      Drum7th century B.C.E.    "
Fragmentary Relief of a King,https://www.brooklynmuseum.org/opencollection/objects/4340,"
      Fragmentary Relief of a Kingca. 664–525 B.C.E.    "
Cup and Cup Stand,https://www.brooklynmuseum.org/opencollection/objects/10274,"
      Cup and Cup Standlast half 12th century    "
"The Fallen Angels, or The Rebel Angels",https://www.brooklynmuseum.org/opencollection/objects/13180,"
      Salvatore AlbanoItalian, 1841–1893The Fallen Angels, or The Rebel Angels1893 (marble); 1883 (base)    "
Resurrection of Christ,https://www.brooklynmuseum.org/opencollection/objects/13207,"
      Giovanni della RobbiaItalian, Florentine, 1469–1529/30Resurrection of Christca. 1520–1525    "
Jina Mahavira,https://www.brooklynmuseum.org/opencollection/objects/38015,"
      Jina Mahavira11th–12th century (image); 16th century (base and halo)    "
Colonel Robert J. Milligan House Parlor,https://www.brooklynmuseum.org/opencollection/objects/50979,"
      Colonel Robert J. Milligan House Parlor1854–1856    "
Harbor Scene,https://www.brooklynmuseum.org/opencollection/objects/61441,"
      Harbor Sceneca. 1336–1295 B.C.E.    "
Cup from a Relief-Decorated Chalice,https://www.brooklynmuseum.org/opencollection/objects/62736,"
      Cup from a Relief-Decorated Chaliceca. 1070 B.C.E.–718 B.C.E.    "
Relief Blocks from the Tomb of the Vizier Nespeqashuty,https://www.brooklynmuseum.org/opencollection/objects/66622,"
      Relief Blocks from the Tomb of the Vizier Nespeqashutyca. 664–610 B.C.E.    "
Relief Blocks from the Tomb of the Vizier Nespeqashuty,https://www.brooklynmuseum.org/opencollection/objects/66623,"
      Relief Blocks from the Tomb of the Vizier Nespeqashutyca. 664–610 B.C.E.    "
Scene of Animal Husbandry,https://www.brooklynmuseum.org/opencollection/objects/69291,"
      EgyptianScene of Animal Husbandryca. 670–650 B.C.E.    "
Ewer,https://www.brooklynmuseum.org/opencollection/objects/73486,"
      Ewer12th century    "
Bell-Shaped Ritual Object (Dotaku),https://www.brooklynmuseum.org/opencollection/objects/93065,"
      Bell-Shaped Ritual Object (Dotaku)100–300 C.E.    "
Seated Buddha,https://www.brooklynmuseum.org/opencollection/objects/114169,"
      Seated Buddha7th–8th century    "
Ascetic Shakyamuni,https://www.brooklynmuseum.org/opencollection/objects/116125,"
      Ascetic Shakyamuni17th – 18th century    "
Bowl with Kufic Inscription,https://www.brooklynmuseum.org/opencollection/objects/125954,"
      Bowl with Kufic Inscription9th century    "
Mace Head in the Form of a Hippopotamus Head,https://www.brooklynmuseum.org/opencollection/objects/126588,"
      Mace Head in the Form of a Hippopotamus Headca. 3200 B.C.E.–2900 B.C.E.    "
Figure of a Frog,https://www.brooklynmuseum.org/opencollection/objects/126590,"
      Figure of a Frogca. 3000–2675 B.C.E.    "
Figure of a Frog,https://www.brooklynmuseum.org/opencollection/objects/126592,"
      Figure of a Frogca. 3000–2675 B.C.E.    "
Goblet,https://www.brooklynmuseum.org/opencollection/objects/154393,"
      Zalmon BostwickAmerican, 1846–1852Goblet1845    "
Bowl,https://www.brooklynmuseum.org/opencollection/objects/167085,"
      Bowl12th century    "
Rice Bowl and Cover,https://www.brooklynmuseum.org/opencollection/objects/167090,"
      Rice Bowl and Cover19th century (possibly)    "
Elephant Bangle,https://www.brooklynmuseum.org/opencollection/objects/168594,"
      Elephant Bangle18th–19th century    "
Napoleon Leading the Army over the Alps,https://www.brooklynmuseum.org/opencollection/objects/169803,"
      Kehinde WileyAmerican, born 1977Napoleon Leading the Army over the Alps2005    "
Armchair,https://www.brooklynmuseum.org/opencollection/objects/199028,"
      Ubunji Kidokoro; Mitsukoshi Ltd.ArmchairDesigned 1937    "
Mai Dang Lao (McDonald's),https://www.brooklynmuseum.org/opencollection/objects/217342,"
      Zhang HongtuChinese, born 1943Mai Dang Lao (McDonald's)2002    "
Elk,https://www.brooklynmuseum.org/opencollection/objects/19,"
      Alexander Phimister ProctorAmerican, 1862–1950Elk1899    "
The Sheepfold,https://www.brooklynmuseum.org/opencollection/objects/42,"
      Albert Pinkham RyderAmerican, 1847–1917The Sheepfoldlate 1870s    "
Right to the Jaw,https://www.brooklynmuseum.org/opencollection/objects/363,"
      Mahonri M. YoungAmerican, 1877–1957Right to the Jaw1926    "
Cross,https://www.brooklynmuseum.org/opencollection/objects/763,"
      UnknownCrossearly 19th century (probably)    "
New Skyline,https://www.brooklynmuseum.org/opencollection/objects/1112,"
      Isabel Lydia WhitneyAmerican, 1884–1962New Skyline1927–1928    "
Mrs. Geromus Johnson,https://www.brooklynmuseum.org/opencollection/objects/1436,"
      William Sidney MountAmerican, 1807–1868Mrs. Geromus Johnson1832    "
Portrait Bust of Israel Chatinover,https://www.brooklynmuseum.org/opencollection/objects/1871,"
      Jo Davidson1883–1952Portrait Bust of Israel Chatinover1931    "
"Vase,Ruba Rombic",https://www.brooklynmuseum.org/opencollection/objects/2033,"
      Reuben Haley; Consolidated Lamp and Glass CompanyVase,Ruba Rombicca. 1928    "
Chair,https://www.brooklynmuseum.org/opencollection/objects/2267,"
      George Jacob HunzingerAmerican, born Germany, 1835–1898Chairca. 1869    "
Joe's Farewell,https://www.brooklynmuseum.org/opencollection/objects/2315,"
      Daniel Chester French; Robinson & Leadbeater; Clark, Plympton & CompanyJoe's FarewellDesigned 1872–1873    "
Ten-Pointed Star Tile,https://www.brooklynmuseum.org/opencollection/objects/3011,"
      Ten-Pointed Star Tilemid–15th century    "
Canopic Jar of Lady Senebtisi,https://www.brooklynmuseum.org/opencollection/objects/3120,"
      Canopic Jar of Lady Senebtisica. 1938–1759 B.C.E.    "
Princess Meketaten,https://www.brooklynmuseum.org/opencollection/objects/3133,"
      Princess Meketatenca. 1352–1336 B.C.E.    "
The Wilbour Plaque,https://www.brooklynmuseum.org/opencollection/objects/3134,"
      The Wilbour Plaqueca. 1352–1336 B.C.E. or slightly later    "
Royal Bust,https://www.brooklynmuseum.org/opencollection/objects/3141,"
      Royal Bust4th century B.C.E.    "
Painting of a Standing King,https://www.brooklynmuseum.org/opencollection/objects/3161,"
      Painting of a Standing Kingca. 1539–1070 B.C.E.    "
Cosmetic Jar,https://www.brooklynmuseum.org/opencollection/objects/3207,"
      Cosmetic Jarca. 3600–2675 B.C.E.    "
Amulet in the Form of a Heart,https://www.brooklynmuseum.org/opencollection/objects/3251,"
      Amulet in the Form of a Heartca. 664–30 B.C.E.    "
Tazza,https://www.brooklynmuseum.org/opencollection/objects/3263,"
      Tazzaca. 1479–1390 B.C.E.    "
Gourd-shaped Jar,https://www.brooklynmuseum.org/opencollection/objects/3284,"
      Gourd-shaped Jarca. 1470–1400 B.C.E.    "
Box with Cover,https://www.brooklynmuseum.org/opencollection/objects/3313,"
      Box with Cover1662–1722    "
Water Jar (Yu),https://www.brooklynmuseum.org/opencollection/objects/3315,"
      Water Jar (Yu)1662–1722    "
Queen Tiye,https://www.brooklynmuseum.org/opencollection/objects/3318,"
      Queen Tiyeca. 1352–1336 B.C.E.    "
Tile with Floral Inlays,https://www.brooklynmuseum.org/opencollection/objects/3377,"
      Tile with Floral Inlaysca. 1352–1336 B.C.E.    "
Fragment of a Parapet,https://www.brooklynmuseum.org/opencollection/objects/3456,"
      Fragment of a Parapetca. 1347–1340 B.C.E.    "
Bottle with Openwork Shell,https://www.brooklynmuseum.org/opencollection/objects/3480,"
      Bottle with Openwork Shellca. 1075–712 B.C.E.    "
