Field,Field1,Image,Field3,Field5,Field8,Field9,Field10,Field11,Image12,Field13,Field18,Field19,Field20,Field21,Field22,Image23,Field26,Field29,Field30,Field31
"
																											
																												
																													
																														
																													
																												
																											
																												
																													1848.23
																												
																													John Trumbull
																												
																													Arthur Wellesley, Duke of Wellington
																												
																													Oil on wood
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v004$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=026427b71f3b2789605d814eaf90433c&r=1558451702&lang=en-US,1848.23,"
																													John Trumbull
																												","
																													Arthur Wellesley, Duke of Wellington
																												","
																													Oil on wood
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1848.25
																												
																													Michele Felice Cornè
																												
																													The Fishery
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v005$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=9eeffd27e6a98042f388636013c278f8&r=1558451702&lang=en-US,"
																													1848.25
																												",Michele Felice Cornè,"
																													The Fishery
																												","
																													Oil on canvas
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1848.22
																												
																													John Trumbull
																												
																													The Scourging of Christ
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v003$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=aed7da81246a183b36e1dc469c51bcc3&r=1558451702&lang=en-US,1848.22,John Trumbull,"
																													The Scourging of Christ
																												","
																													Oil on canvas
																												"
"
																											
																												
																													
																														
																													
																												
																											
																												
																													1848.27
																												
																													George Frederick Wright
																												
																													Governor Joseph Trumbull
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v007$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=2559e3e46546052c2238a178a5be6697&r=1558451702&lang=en-US,1848.27,"
																													George Frederick Wright
																												","
																													Governor Joseph Trumbull
																												","
																													Oil on canvas
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1848.31
																												
																													Chauncey Bradley Ives
																												
																													Bust of Daniel Wadsworth (1771-1848)
																												
																													Marble
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v008$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=5d0d12479f470fbb48eb2e0fcf0655f2&r=1558451702&lang=en-US,"
																													1848.31
																												",Chauncey Bradley Ives,"
																													Bust of Daniel Wadsworth (1771-1848)
																												","
																													Marble
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1848.26
																												
																													Jane Stuart
																												
																													Coach Fording a Stream
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v006$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=85a62af9b61db9e0be4fc23be7ed5723&r=1558451702&lang=en-US,1848.26,Jane Stuart,"
																													Coach Fording a Stream
																												","
																													Oil on canvas
																												"
"
																											
																												
																													
																														
																													
																												
																											
																												
																													1848.33a
																												
																													Antonio Canova
																												
																													Dancing Girl
																												
																													Plaster
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v001$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=39036856afd70e35f05de3158507024b&r=1558451702&lang=en-US,1848.33a,"
																													Antonio Canova
																												","
																													Dancing Girl
																												","
																													Plaster
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1850.2
																												
																													Henry Bryant
																												
																													Mayor Henry Hudson
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v002$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=5bc11775ea91ee7380876f5b36d6ada5&r=1558451702&lang=en-US,"
																													1850.2
																												",Henry Bryant,"
																													Mayor Henry Hudson
																												","
																													Oil on canvas
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1848.32
																												
																													Chauncey Bradley Ives
																												
																													Charles Hyde Olmsted (1798-1878)
																												
																													Marble
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v000$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=52323ac296eb03d82d8d027b77aab38f&r=1558451702&lang=en-US,1848.32,Chauncey Bradley Ives,"
																													Charles Hyde Olmsted (1798-1878)
																												","
																													Marble
																												"
"
																											
																												
																													
																														
																													
																												
																											
																												
																													1850.5
																												
																													Unidentified artist
																												
																													Faith Trumbull Wadsworth
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v004$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=75467a4f2f692f74aa1df53b13bc898a&r=1558451702&lang=en-US,1850.5,"
																													Unidentified artist
																												","
																													Faith Trumbull Wadsworth
																												","
																													Oil on canvas
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1850.7
																												
																													Robert Bakewell
																												
																													Panoramic view of New Haven from East Rock
																												
																													Watercolor
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v005$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=575e9e81008fdea043edc669f98da41d&r=1558451702&lang=en-US,"
																													1850.7
																												",Robert Bakewell,"
																													Panoramic view of New Haven from East Rock
																												","
																													Watercolor
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1850.3
																												
																													Henry Bryant
																												
																													Jonathan Trumbull, Sr.
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v003$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=9811d48606250adcba2afd11531f28ba&r=1558451702&lang=en-US,1850.3,Henry Bryant,"
																													Jonathan Trumbull, Sr.
																												","
																													Oil on canvas
																												"
"
																											
																												
																													
																														
																													
																												
																											
																												
																													1850.9
																												
																													Frederic Edwin Church
																												
																													Hooker and Company Journeying through the Wilderness from Plymouth to Hartford, in 1636
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v007$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=5b36493853d656ca5df9c578c9a5a887&r=1558451702&lang=en-US,1850.9,"
																													Frederic Edwin Church
																												","
																													Hooker and Company Journeying through the Wilderness from Plymouth to Hartford, in 1636
																												","
																													Oil on canvas
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1850.10
																												
																													Jared B. Flagg
																												
																													Reverend Horace Bushnell
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v008$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=82eabbde74ae0893c0b539b61279ecf7&r=1558451702&lang=en-US,"
																													1850.10
																												",Jared B. Flagg,"
																													Reverend Horace Bushnell
																												","
																													Oil on canvas
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1850.8
																												
																													Frederic Edwin Church
																												
																													View of Quebec
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v006$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=29ceb06926bb86f571ef9fbfb67e06cf&r=1558451702&lang=en-US,1850.8,Frederic Edwin Church,"
																													View of Quebec
																												","
																													Oil on canvas
																												"
"
																											
																												
																													
																														
																													
																												
																											
																												
																													1855.2
																												
																													Henry Raeburn
																												
																													Peter Van Brugh Livingston
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v001$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=01db1754726c24c3391c7be8e50647d0&r=1558451702&lang=en-US,1855.2,"
																													Henry Raeburn
																												","
																													Peter Van Brugh Livingston
																												","
																													Oil on canvas
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1855.4
																												
																													John Vanderlyn
																												
																													The Murder of Jane McCrea
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v002$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=4aac4f69b1077d07b1e9416e8506c23a&r=1558451702&lang=en-US,"
																													1855.4
																												",John Vanderlyn,"
																													The Murder of Jane McCrea
																												","
																													Oil on canvas
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1855.1
																												
																													Thomas Lawrence
																												
																													Portrait of Benjamin West
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v000$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=ae31f712d3b7bc9e7d0faaf2fd201c5c&r=1558451702&lang=en-US,1855.1,Thomas Lawrence,"
																													Portrait of Benjamin West
																												","
																													Oil on canvas
																												"
"
																											
																												
																													
																														
																													
																												
																											
																												
																													1855.6
																												
																													Rembrandt Peale
																												
																													Self-Portrait by Candlelight
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v004$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=1f4dda073bfb76a781e768725ad5e4ee&r=1558451702&lang=en-US,1855.6,"
																													Rembrandt Peale
																												","
																													Self-Portrait by Candlelight
																												","
																													Oil on canvas
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1855.13
																												
																													Jan Jacobsz van der Stoffe
																												
																													Battle Piece
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v005$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=80fedecf96a63fc5be3ebbf89a07ee60&r=1558451702&lang=en-US,"
																													1855.13
																												",Jan Jacobsz van der Stoffe,"
																													Battle Piece
																												","
																													Oil on canvas
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1855.5
																												
																													Charles Cromwell Ingham
																												
																													Mrs. George Bartley (Sarah Smith)
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v003$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=715fbad35ec5cdf3c37d24d39d50ae89&r=1558451702&lang=en-US,1855.5,Charles Cromwell Ingham,"
																													Mrs. George Bartley (Sarah Smith)
																												","
																													Oil on canvas
																												"
"
																											
																												
																													
																														
																													
																												
																											
																												
																													1855.25
																												
																													Georg Friedrich Adolf Schöner
																												
																													Dr. J.A. Albers
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v007$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=b81fbd227f523fc5104f4e672160b3b2&r=1558451702&lang=en-US,1855.25,"
																													Georg Friedrich Adolf Schöner
																												","
																													Dr. J.A. Albers
																												","
																													Oil on canvas
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1855.27
																												
																													Unidentified artist
																												
																													Emperor Joseph II
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v008$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=964b83e483a3b9c2045108572587f75b&r=1558451702&lang=en-US,"
																													1855.27
																												",Unidentified artist,"
																													Emperor Joseph II
																												","
																													Oil on canvas
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1855.21
																												
																													John Trumbull
																												
																													The Holy Family
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v006$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=98a6a2c959702df8beb2288bb72cdf9b&r=1558451702&lang=en-US,1855.21,John Trumbull,"
																													The Holy Family
																												","
																													Oil on canvas
																												"
"
																											
																												
																													
																														
																													
																												
																											
																												
																													1855.29
																												
																													John Trumbull
																												
																													St. Jerome
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v001$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=cde592bd124063e75726245f5d75def1&r=1558451702&lang=en-US,1855.29,"
																													John Trumbull
																												","
																													St. Jerome
																												","
																													Oil on canvas
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1855.48
																												
																													John Wesley Jarvis
																												
																													Portrait of a  Woman
																												
																													Oil on wood panel
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v002$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=6058506d6d9812aa84ea816ed1026c6b&r=1558451702&lang=en-US,"
																													1855.48
																												",John Wesley Jarvis,"
																													Portrait of a  Woman
																												","
																													Oil on wood panel
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1855.28
																												
																													Unidentified artist
																												
																													Maria Josepha of Bavaria
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v000$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=7ce1d82ad428754078410767d51072d4&r=1558451702&lang=en-US,1855.28,Unidentified artist,"
																													Maria Josepha of Bavaria
																												","
																													Oil on canvas
																												"
"
																											
																												
																													
																														
																													
																												
																											
																												
																													1855.51a
																												
																													C. John M. Whichelo
																												
																													Destruction of Jerusalem
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v004$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=c153a7bb36dcbe1b73732654ba2f76d1&r=1558451702&lang=en-US,1855.51a,"
																													C. John M. Whichelo
																												","
																													Destruction of Jerusalem
																												","
																													Oil on canvas
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1855.59
																												
																													Francesco Bertos
																												
																													Painting and Music (formerly known as Allegory of the Parts of the World - The Drama)
																												
																													Bronze
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v005$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=cb5d9c3919ebb72a63c5706c2e9d6142&r=1558451702&lang=en-US,"
																													1855.59
																												",Francesco Bertos,"
																													Painting and Music (formerly known as Allegory of the Parts of the World - The Drama)
																												","
																													Bronze
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1855.50
																												
																													Unidentified artist
																												
																													View near Civita Vecchia
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v003$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=d5c05acfd986f2a95ab1f34403870d12&r=1558451702&lang=en-US,1855.50,Unidentified artist,"
																													View near Civita Vecchia
																												","
																													Oil on canvas
																												"
"
																											
																												
																													
																														
																													
																												
																											
																												
																													1856.4
																												
																													Jared B. Flagg
																												
																													Right Reverend George Burgess
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v007$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=4409098bc603a76513ac1e38ed73cee4&r=1558451702&lang=en-US,1856.4,"
																													Jared B. Flagg
																												","
																													Right Reverend George Burgess
																												",,"
																											
																												
																													
																														
																													
																												
																											
																												
																													1856.5
																												
																													John Trumbull
																												
																													Holy Family and St. John
																												
																													Oil on canvas
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v008$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=0033b8c6a566a2866ea7911db5fe3433&r=1558451702&lang=en-US,"
																													1856.5
																												",John Trumbull,"
																													Holy Family and St. John
																												","
																													Oil on canvas
																												","
																											
																												
																													
																														
																													
																												
																											
																												
																													1856.3
																												
																													Ralph Isham
																												
																													Landscape with Deer
																												
																													Oil on wood panel
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v006$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=0b9a62606b0168261105cb1252a83bc9&r=1558451702&lang=en-US,1856.3,Ralph Isham,"
																													Landscape with Deer
																												","
																													Oil on wood panel
																												"
"
																											
																												
																													
																														
																													
																												
																											
																												
																													1858.2.32.1
																												
																													Edward Sheffield Bartholomew
																												
																													Figure of Perugino
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v001$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=49fa1d6b4b69e6499d19673eadefaa3e&r=1558451702&lang=en-US,1858.2.32.1,"
																													Edward Sheffield Bartholomew
																												","
																													Figure of Perugino
																												",,"
																											
																												
																													
																														
																													
																												
																											
																												
																													1858.2.35
																												
																													Robert Ball Hughes
																												
																													Alexander Hamilton
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v002$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=777dd3c867b95cd67a64951a1beac3f2&r=1558451702&lang=en-US,"
																													1858.2.35
																												",Robert Ball Hughes,"
																													Alexander Hamilton
																												",,"
																											
																												
																													
																														
																													
																												
																											
																												
																													1858.1
																												
																													Edward Sheffield Bartholomew
																												
																													Eve Repentant
																												
																													Marble
																												
																											
																												
																											
																										","javascript:__doPostBack('hld$comp_AAAAAA$c$comp_AAEX$c$comp_AAEX_mobile$c$comp_AAEZ$c$comp_AAFE$c$tab1$comp_AAFE_tab1$c$comp_AAFL$c$v00$v01$v00$v01$v00$v03$v00$v01$v000$v00','')",https://5058.sydneyplus.com/argus/final/ViewImage.aspx?template=Image&field=zDerivedIm4&hash=4299eabbcb132464b6dc1e818321761d&r=1558451702&lang=en-US,1858.1,Edward Sheffield Bartholomew,"
																													Eve Repentant
																												","
																													Marble
																												"
